BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
17-33273,False,False,False,False,False,False,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<MARCHE_COMPLEMENTAIRE xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",False,False,,,,False,"Le stationnement payant sur voirie a été instauré à Cannes depuis Octobre 1971. Le parc d'horodateurs est actuellement d'environ 160 horodateurs connectés de marque Parkéon.Le changement de fournisseur obligerait le pouvoir adjudicateur à acquérir un matériel de technique différente entraînant une incompatibilité avec le matériel déjà acquis ou des difficultés techniques d'utilisation et d'entretien importants, risquant d'engendrer des coûts supplémentaires de maintenance et de gestion pour l'exploitation de ces deux systèmes en parallèle. A ce titre, Parkeon est l'opérateur économique détenant les droits d'exclusivité sur le matériel et les droits de propriété intellectuelle sur les logiciels.Aussi afin de poursuivre ce mode de gestion avec les horodateurs existants STELIO et STRADA ; ainsi que de répondre au besoin d'extension de ces mêmes équipements de dernière génération type STRADA PAL, il convient de passer un marché négocié avecce fournisseur."
17-33288,False,False,False,True,False,False,False,,False,False,,,,False,"KEDGE BS a besoin d'un cabinet spécialisé pour être accompagné dans l'écriture du cahier des charges fonctionnel et technique pour le développement et l'implémentation du nouvel outil de workflow finance. Ces prestations ne pouvaient être confiées qu'à la société ACTIVEWEb, seul acteur sur le marché à être spécialisé dans la technologie Lotus et ayant l'expérience nécessaire quant à l'analyse de l'outil utilisé depuis 2015 par KEDGE BS sur le site de Bordeaux."
17-33496,False,False,False,False,False,True,False,,False,False,,,,False,"La société EMPREINTE DIGITALE a produit une attestation selon laquelle elle est le concepteur et l'éditeur exclusif pour la maintenance, hébergement et évolution du site internet des archives départementales."
17-34210,False,False,False,False,False,True,False,,False,False,,,,False,"BECTON DICKINSON BIOSCIENCES a remis à l'EFS en date du 30 novembre 2016 une attestation signifiant que ce dernier détient un droit d'exclusivité l'habilitant seul à distribuer les réactifs et consommables objets du présent marché public. En effet, les réactifs et consommables listés dans le présent marché ne sont distribués au niveau national uniquement par BD BIOSCIENCES. Compte tenu de l'attestation remise à l'EFS par le candidat, l'analyse du marché existant et les problématiques de responsabilités explicitées en amont, le présent marché est passé selon la procédure du marché négocié sans publicité préalable et sans mise en concurrence prévue à l'article 30 3°c du Décret no 2016-360 du 25 mars 2016 relatif aux marchés publics en raison des droits d'exclusivité détenu par le candidat."
17-34574,False,False,False,False,False,True,False,,False,False,,,,False,"La société atteste de l'exclusivité que lui délivre la société SORING Gmbh pour assurer les prestations de maintenance des générateurs ultrasoniques de marque SORING, ainsi que pour distribuer sur le territoire français les équipements listés en annexe, leurs pièces détachées, accessoires et consommables associés"
17-34577,False,False,False,False,False,True,False,,False,False,,,,False,"La contractualisation d un nouveau partenariat avec la SASP PERPIGNAN SAINT-ESTEVE MEDITERRANEE, qui porte sur diverses prestations destinées à associer le département des Pyrénées Orientales à des actions de relations publiques et de communication a été décidé.Ce partenariat a été concrétisé par la passation d un marché public entre la SASP PERPIGNAN SAINT-ESTEVE MEDITERRANEE et le Département des Pyrénées Orientales, conformément à l article 30.I.3.c du décret 2016/360 du 25 mars 2016, soit sans publicité, ni mise en concurrence préalables. En effet, l exécution du contrat ne peut être réalisée que par le prestataire déterminé. La SASP PERPIGNAN SAINT-ESTEVE MEDITERRANEE est la seule à pouvoir octroyer le droit d utilisation de son image.Contrairement à ce qu indique l article II.2.5 du présent avis il n y a donc pas de critère d'attribution."
17-35415,False,False,False,False,False,True,False,,False,False,,,,False,"SAB est titulaire de l'intégralité des droits de propriété intellectuelle attachés au progiciel SAB AT sur la base duquel a été construit le système d'information bancaire de la Caisse des Dépôts et Consignations et, à ce titre, est la seuel société habilitée à concéder des licences d'utilisation du progiciel SAB AT."
17-35630,False,False,False,False,False,True,False,,False,False,,,,False,"Le Bataillon de marins-pompiers de Marseille (BMPM) dispose de deux Gestionnaires de Voies de Radiotélécommunications (GVR) PRESCOM M5S pour lesquels la Société PRESCOM détient les droits d'exclusivité pour la réalisation, de prestations de maintenance et de formations techniques, ainsi que pour la fourniture de pièces détachées, extensions matérielles et logicielles.Dans le cadre, la pré&amp;sente consultation est une procédure sous forme de marché négocié sans publicité et sans concurrence selon les articles suivants du code des marchés publics : 35-II-8°, 34 et 66."
17-35680,False,False,False,False,False,True,False,,False,False,,,,False,La société Network Quality Intelligence certifie détenir les droits exclusifs quant à la commercialisation directe portant sur la concession d'un droit d'usage et quant à la fourniture des prestations nécessaires à la maintenance du progiciel Orchestra.
17-35722,False,False,False,False,False,True,False,,False,False,,,,False,"Le titulaire dispose d'un droit exclusif, concernant la maintenance du logiciel à soutenir."
