BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-52170,Ville de Saint Ouen L'Aumône,None,,,FR108,2 Place Pierre Mendès France,95310,Saint ouen l'aumone,,(+33) 1-34-21-25-79,,,melanie.fichet@ville-soa.fr,http://www.ville-soa.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2017_R-5zYG2DgJ,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2017_R-5zYG2DgJ&v=1&selected=0,,False,True,,False,True
17-52171,LYCEE LES CATALINS,None,RIBOLLET Sylvie,,,24 avenue des CatalinsBP 359,26260,MONTELIMAR Cedex,,04-75-00-76-76,689,04-75-00-76-82,intendance.0260113g@ac-grenoble.fr,,,,,,,False,False,,False,False
17-52172,Communauté de Communes La Domitienne,None, Monsieur le Président,,,1 avenue de l'Europe,34370,Maureilhan,,04-67-90-40-90,,04-67-90-40-99,courrier@ladomitienne.com,http://www.ladomitienne.com,,,,,,False,False,,False,False
17-52173,Communauté Communes Parthenay-Gâtine,None,marches-publics@cc-parthenay-gatine.fr,,,CS 80192,79205,Parthenay Cedex,,05-49-94-03-77,,,,http://www.cc-parthenay-gatine.fr,http://www.achatpublic.com,,,,,False,False,,False,False
17-52174,Le Grand Autunois Morvan,None,laurence.combet@grandautunoismorvan.fr,,,7 route du Bois de Sapin,71403,Autun cedex,,03-85-86-80-52,,03-85-86-80-85,contact@grandautunoismorvan.fr,http://www.grandautunoismorvan.fr,http://www.e-bourgogne.fr,,,,,False,False,,False,False
17-52175,Ville d'Albertville,None,Mme le Maire,,,"Service de la Commande Publique, 12 cours de l'Hôtel de Ville, CS 60104",73207,ALBERTVILLE,,04-79-10-43-00,,,commande.publique@albertville.fr,http://www.albertville.fr,http://www.marches-publics.info,,,,,False,False,,False,False
17-52176,Ville de Beaugency,None, le Maire,,,20 rue du Change,45190,Beaugency,,02-38-44-56-20,,02-38-46-40-37,services.techniques@ville-beaugency.fr,,,,,,,False,False,,False,False
17-52177,SYTRAL,25690099400011,,,FR716,"21 Boulevard Vivier Merle, Cs 63815",69487,Lyon,,(+33) 4-72-84-58-00,,(+33) 4-78-53-12-84,unitemarches@sytral.fr,http://www.sytral.fr,https://www.marches-publics.info,,https://www.marches-publics.info,https://www.marches-publics.info,,False,True,,False,True
17-52178,OPH AULNAY SOUS BOIS,79969186000016,,,FR106,10 rue Nicolas Robert,93600,Aulnay Sous Bois,,(+33) 1-48-19-84-40,,,a.kaoulala@oph-aulnay.org,http://www.oph-aulnay.org,http://www.marches-publics.info/,,http://www.marches-publics.info/,http://www.marches-publics.info/,,False,True,,False,True
17-52179,commune de Mantes la Ville,21780362600019,,,FR103,Place de la Mairie,78711,Mantes La Ville,,(+33) 1-30-98-55-27,,,vtetart@manteslaville.fr,http://www.manteslaville.fr,http://www.marchespublics-idf-centre.fr,,,,,False,True,,False,True
17-52180,Communauté urbaine du Grand Reims,None,,C3C Pole Services Urbains,FR213,Place de l'Hôtel de Ville CS 80036,51722,REIMS CEDEX,,(+33) 3-26-35-61-62,,(+33) 3-26-77-73-50,c3c.psu@grandreims.fr,http://www.grandreims.fr,https://marches.grandreims.fr,,,https://marches.grandreims.fr,,True,False,,False,True
17-52181,Conseil départemental de la Meuse,None,Service Commande Publique Budget,,,"Service des affaires juridiques, place Pierre-François Gossin, BP 50514",55012,Bar-le-Duc Cedex,,03-29-45-77-62,,03-29-45-77-89,saj@meuse.fr,http://www.meuse.fr,https://profilacheteur.meuse.fr,,,,,False,False,,False,False
17-52182,EPAMARNE,None,,,FR102,5 Boulevard Pierre Carle CS 60084 Noisiel,77448,Marne la vallée cedex 2,,(+33) 1-64-62-44-02,,,h.garabli@epa-marnelavallee.fr,http://www.epa-marnelavallee.fr,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2017_MvFepDfxDR,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2017_MvFepDfxDR,,False,True,,False,True
17-52183,Ville de Rochefort,None," BLANCHE Hervé, Maire",,,119 rue Pierre Loti BP 60030,17301,ROCHEFORT CEDEX,,05-46-82-65-00,,05-46-82-65-99,marches.publics@ville-rochefort.fr,http://www.ville-rochefort.fr,http://www.ville-rochefort.fr/marches-publics/publications,,,,,False,False,,False,False
17-52184,Ville de Vendôme,None, Monsieur le Maire,,,Hôtel de ville et de communauté BP 20107,41106,Vendôme Cedex,,(+33) 2-54-89-42-00,,(+33) 2-54-89-42-01,courrier@vendome.eu,,https://www.marches-securises.fr,,,,,False,False,,False,False
17-52186,CNAM,None,,,FR,292 rue Saint Martin,75141,Paris cedex 03,,(+33) 1-40-27-29-02,,(+33) 1-58-80-87-17,achats@lecnam.net,http://www.cnam.fr,http://entreprises.cnam.fr/achats-et-marches/,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=330236&orgAcronyme=f2h,http://entreprises.cnam.fr/achats-et-marches/,,False,True,,False,True
17-52187,O.P.D.H.L.M. des Landes,None,Mme la Directrice générale,,,953 Avenue du Colonel RozanoffBP 341,40011,Mont De Marsan Cedex,,05-58-05-31-31,,05-58-05-31-90,,,,,,,,False,False,,False,False
17-52188,Communauté d'Agglomération Loire Forez,None," BERTHEAS Alain, Président",,,17 Boulevard de la Préfecture BP 30211,42605,Montbrison Cedex,,04-26-54-70-00,,04-26-54-70-01,commandepublique@loireforez.fr,http://www.loireforez.fr/,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
17-52189,Communauté d'Agglomération Loire Forez,None," BERTHEAS Alain, Président",,,17 Boulevard de la Préfecture BP 30211,42605,Montbrison Cedex,,04-26-54-70-00,,04-26-54-70-01,commandepublique@loireforez.fr,http://www.loireforez.fr/,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
17-52190,Collège de France,None,,,FR101,11 place Marcelin Berthelot,75231,Paris cedex 05,,,,,marches@college-de-france.fr,http://college-de-france.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2017_u2TbY2GXIE,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,False,True,,False,True
17-52191,COMMUNE DE LIMOUX,None,Monsieur Jean-Paul Dupré - Député-Maire,,,"Service des Marchés Publics - 49, rue de la Mairie",11300,Limoux,,,,,s.aversenq@cc-limouxin.fr,https://marchespublics.aude.fr,,,,,,False,False,,False,False
17-52192,COMMUNE DE MAINVILLIERS,None,,,FR,Place du MarchéCS 31101,28305,Mainvilliers,,(+33) 2-37-18-56-80,,(+33) 2-37-21-80-33,mairie@ville-mainvilliers.fr,http://www.ville-mainvilliers.fr/,http://www.marches.agglo-chartres.fr/,,https://marches.agglo-chartres.fr/,https://marches.agglo-chartres.fr/,,False,False,,False,False
