BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
11-209258,CCAS de Saint-Denis Réunion,None,Président du CCAS de Saint-Denis,,,1 Rue Pasteur,97400,Saint-Denis,,,,,ccas.finance@saintdenis.re,,,,,,,False,False,,False,False
12-63526,CDC Vendée Sèvre Autise,None,Monsieur le président,,,25 RUE DE LA GARE,85420,Oulmes,,02-51-50-48-80,,02-51-50-48-75,,http://www.cc-vsa.com,http://www.marches-securises.fr,,,,,False,False,,False,False
13-84018,Commune de Talais,None,Laporte Franck,,,6 route du Bourg,33590,Talais,,05-56-73-17-73,,05-56-73-17-69,mairietalais@wanadoo.fr,,,,,,,False,False,,False,False
15-184185,CIPAV,None,"Mme Vieillevigne, assistante du Pôle Achats et Marchés publics",,,9 rue de Vienne,75008,Paris,,(+33)1-42-99-99-84,,(+33)1-42-56-65-28,marches.publics@groupe-berri.fr,http://www.cipav-retraite.fr,http://berri.marcoweb.fr,,,,,False,False,,False,False
15-90521,Ville de Dijon,None,M. Le Maire,,,Place de la LibérationCS 73310,21033,Dijon cedex,,03-80-74-51-72,,03-80-74-52-82,,,http://www.achatpublic.com,,,,,False,False,,False,False
16-100100,Ville de Pau,None,Monsieur le Maire de Pau,,,Hôtel de VillePlace Royale,64036,Pau,,,,,,,,,,,,False,False,,False,False
16-111116,DISP Lyon,None,Madame la Directrice interrégionale,,,"1, rue Général Mouton-DuvernetBP 3009",69391,Lyon cedex 03,,04-72-91-37-37,,,serge.piola@justice.fr,http://www.justice.gouv.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
16-114210,SEMITAG,None,Service Achats,,,CS70258,38044,Grenoble cedex 9,,04-76-20-66-10,,04-76-20-66-90,achats@semitag.fr,,,,,,,False,False,,False,False
16-116565,SAMOA,None,,,FR511,2 ter quai François Mitterrand - B.P. 36311,44263,Nantes Cedex 2,,(+33) 2-51-89-16-60,,(+33) 2-51-89-72-51,lena.cloarec@samoa-nantes.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,True,False,,False,True
16-117665,CHU de Dijon Bourgogne,None,,,FR261,Direction des Affaires Economiques et Logistiques5 Boulevard Jeanne d'ArcBP 77908,21079,Dijon Cedex,,,,,jeremy.balledant@chu-dijon.fr,http://www.chu-dijon.fr,,,,,,False,True,,False,True
