BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
12-63526,,,,False,False,,False,True,False,CF_NIV_SUIV,,
13-84018,Voir prescriptions du règlement de consultation,Ressources propres de la collectivité. Paiement par mandat administratif selon les règles de la comptabilité publique. Délai global de paiement de 30 jours conformément au II de l'article 87 de l'ordonnance du 23 juillet 2015 en application du décret no2016-360 du 25/03/2016,Prestataire unique ou groupement solidaire,False,False,,False,True,True,CF_NIV_SUIV,,
15-184185,,"- Financement sur fonds propres- Le paiement s'effectue par virement - Le délai maximum de paiement est de 30 jours à réception de la facture, après acceptation des prestations (application de l'article 1 du décret no2013-269 du 29 mars 2013)","Dans le cadre d'une offre commune, et quelle que soit la forme du groupement, l'un des prestataires membre du groupement est désigné dans l'acte d'engagement comme mandataire pour l'exécution du marché. Il représente l'ensemble des membres vis-à-vis du pouvoir adjudicateur et coordonne les prestations des membres du groupement.",False,False,,False,True,True,CF_NIV_SUIV,,
15-90521,Il n'y aura pas de retenue de garantie.,Financement par : Ville de Dijon.,"Les offres seront présentées librement, soit individuellement soit en groupement. Le marché sera conclu avec une entreprise unique ou un groupement conjoint ou solidaire. En cas de groupement conjoint, il est exigé que le mandataire du groupement d'opérateurs économiques soit, après l'attribution du marché, solidaire de chacun des membres du groupement pour ses obligations contractuelles vis-à-vis du Maître d'Ouvrage en application de l'article no 45 du décret no2016-360 du 25 mars 2016.Sous peine d'irrecevabilité des candidatures : un même opérateur économique ne peut pas être mandataire de plus d'un groupement",False,False,,False,True,False,CF_NIV_SUIV,,
16-100100,,Le marché est financé par ressources budgétaires. Les règlements seront effectués par virement bancaire dans un délai de 30 jours.,Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.,False,False,,False,True,True,CF_NIV_SUIV,,
16-111116,Aucune retenue de garantie ne sera appliquée.,"- l'opération sera financée par le pouvoir adjudicateur, sur fonds propres et emprunt. - le mode de paiement est le virement administratif. - le délai de paiement est de 30 jours.","Candidat individuel ou groupement. En cas de groupement conjoint, le pouvoir adjudicateur souhaite que le mandataire en soit solidaire. Si la solidarité du mandataire du groupement n'est pas prévue, le soumissionnaire pourra se voir contraint d'assurer sa transformation pour se conformer au souhait du pouvoir adjudicateur tel qu'il est indiqué ci-dessus.Il est interdit à un opérateur économique de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, ou en qualité de membres de plusieurs groupements. Il est également interdit à un opérateur économique d'être mandataire de plusieurs groupements.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-114210,"Une retenue de garantie de 5 % est prévue au marché, qui peut être remplacée par le titulaire, par une garantie à première demande.",Le paiement des sommes dues sera effectué à 45 jours fin de mois de facturation.,Pour le marché la forme juridique souhaité par la SEMITAG est un groupement solidaire.,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-116565,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
16-135502,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
16-135855,,"Ressources propres : Budget du ministère de la défense.Le délai de paiement est de 30 jours maximum.Le mode de règlement sera le virement administratif.L'ensemble des modalités de paiement est régi par le titre IV, chapitre I du décret no 2016-361 du 25/03/2016. Ces dispositions fixent notamment les modalités de versement d'avances et d'acomptes.","En cas de groupement d'opérateurs économiques au sens de l'article 38 du décret no 2016-361 du 25 mars 2016, la forme juridique du groupement n'est pas imposée. Toutefois, si le candidat se présente sous la forme d'un groupement conjoint, le mandataire devra être solidaire, pour l'exécution du marché public, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'acheteur. Les autres règles relatives au groupement sont précisées dans le règlement de la consultation.",False,False,,False,False,False,CF_NIV_SUIV,[],Les candidatures et les offres seront entièrement rédigées en langue française ainsi que les documents de présentation associés.
