BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
17-109738,False,False,False,False,False,True,False,,False,False,,,,False,"IBM est l'éditeur exclusif pour la maintenance du microcode IBM des plateformes IBM system Series. En application de l'article 30.I.3.c) du décret, il n'éxiste pas de solution alternative ou de remplacement raisonable économiquement."
17-119646,False,False,False,False,False,False,False,,False,False,,,,True,"Linfrastructure est fondée sur des technologies reconnues, pérennes, performantes et fiables.Celle-ci a une capacité de traitement et de stockage (processeurs, mémoires vives, disques, adaptateurs réseaux, etc) optimisée au maximum qui a permis dévoluer ces 5 dernières années et qui permettra dévoluer à la demande avec la croissance des besoins dans les 4 années à venir.La société Chéops, titulaire actuel du marché, est habilitée à effectuer le support de niveaux 1 et 2 de lensemble des éditeurs et constructeurs de linfrastructure informatique.De plus, larchitecture technique est complexe et personnalisée aux besoins de la ville dArras et il serait difficile de maintenir celle-ci par un autre prestataire sans la connaissance de lensemble des particularités liées à linstallation, ce qui pourrait compromettre lobjectif de zéro perte de données.Il est donc nécessaire de continuer à contractualiser avec la société Cheops afin de pouvoir bénéficier du support technique et de la correction des anomalies, de la maintenance technique, des améliorations fonctionnelles apportées par léditeur au fil des années, de la maintenance règlementaire (adaptation du logiciel pour répondre aux évolutions juridiques du domaine en question), de journées dassistance technique sur site, de journées de formations sur site.Il est également nécessaire de pérenniser lentretien et la maintenance, curative et évolutive de ces équipements pour garantir aux usagers un bon fonctionnement global."
17-125437,True,False,False,False,False,False,False,,False,False,,,,False,"Un appel d'offres ouvert européen avait été lancé avec 12 lots dont le lot no 10 (ascenseur)Pour le lot 10, la CAO a décidé de classer ce lot infructueux pour absence doffres conformes aux exigences du CCTP.En effet, les offres des sociétés THYSSEN et OTIS nont pas respecté une disposition technique du CCTP relative aux caractéristiques dimensionnelles de lappareil (hauteur sous dalle), les entreprises ne répondaient donc pas à une exigence forte formulée dans les documents de la consultationLa CAO a donc décidé de déclarer ces offres non conformes et de classer le lot infructueux, et de la relancer sur la base des dispositions 30-I-2 du décret no2016-360 du 25 mars 2016 relatif aux marchés publics, qui permet de conclure un marché négocié sans publicité ni mise en concurrence préalables après appel doffres infructueux, sans modifier de manière substantielle le cahier des charges initial. Léquipe de maîtrise duvre, représentée par son mandataire, BORIS BOUCHET, a effectué une demande de devis auprès de prestataires susceptibles de répondre aux exigences du CCTP. Suite à cette demande, le maître duvre a identifié la société ORONA comme susceptible de réaliser les travaux objet du lot 10 Ascenseur, et a préconisé à la maîtrise douvrage dentamer la procédure de marché négocié avec cette entreprise. "
17-129207,True,False,False,False,False,False,False,,False,False,,,,False,Absence de critères d'attribution et de mise en concurrence en raison de la déclaration sans suite de la procédure initiale
17-134676,False,False,False,True,False,False,False,,False,False,,,,False,"La société SCHNEIDER ELECTRIC  fournit tout ce qui concerne les automates programmables, les équipements annexes dautomatisme, leurs pièces détachées et leur réparation. Elle possède, en outre, toutes les qualifications et connaissances pour en assurer la maintenance. Pour assurer ces prestations, il est  proposé d'établir un marché négocié à bons de commande, sans mise en concurrence avec la société SCHNEIDER ELECTRIC FRANCE. A cette fin la société SCHNEIDER ELECTRIC FRANCE  a fourni une attestation justificative de ses droits d'exclusivité.- Concernant le volet fourniture : application de l'article 30.I.3.c conformément à l'attestation d'exclusivité fournie.- Concernant les prestations de maintenance : application de l'article 30.I.3.b en complément aux explications développées dans l'attestation d'exclusivité."
17-135559,True,False,False,False,False,False,False,,False,False,,,,False,"Une précédente consultation avait été lancée dans le cadre d'un appel d'offre en application des  articles 25-I.1° et 67 à 68 du décret no2106-360 du 25/03/2016 relatif aux marchés publics. Dans le cadre de cette première procédure il n'avait été déposé pour le lot 2 aucune offre, il avait été déclaré sans suite en raison de son infructuosité. Le lot 2 a été relancé le 23/06/2017, sous la forme d'un accord-cadre négocié sans publicité ni mise en concurrence préalables conformément à l'article 30 I 2° du décret no2016-360 du 25 mars 2016. "
17-136191,False,False,False,False,False,False,False,,False,False,,,,True,"Il s'agit ici d'une procédure de remise en concurrence des attributaires du lotno1 de l'accord-cadre cité en objet, dans le cadre de la passation d'un marché subséquent."
17-136323,False,False,False,False,False,False,False,,False,False,,,,True,"Il s'agit ici d'une procédure de remise en concurrence des titulaires du lot no2 de l'accord-cadre cité en objet, dans le cadre de la passation d'un marché subséquent."
17-136346,False,False,False,False,False,False,False,,False,False,,,,True,"Il s'agit ici d'une procédure de remise en concurrence des attributaires de l'accord-cadre,dans le cadre d'une passation d'un marché subséquent."
17-136687,False,False,False,False,False,False,False,,False,True,,,,False,"Marché de maitrise doeuvre négocié sans publicité ni mise en concurrence préalable, en application du 6° de l'article 30 du décret no2016-360 du 25 mars 2016, avec le lauréat d'un concours restreint organisé dans les conditions de l'article 88 du décret no2016-360 du 25 mars 2016"
