BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-67549,Commune de Brignoles,None,,,FR825,Direction de la Commande Publique45 ter rue du Docteur Barbaroux,83170,Brignoles,,(+33) 4-94-86-22-17,,(+33) 4-94-59-16-93,achats.publics@brignoles.fr,http://www.brignoles.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
17-67550,CCVBA,None,,,FR824,2 Avenue des Ecoles,13520,Maussane les Alpilles,,(+33) 4-90-54-54-20,,,pauline.seguy@ccvba.fr,http://vallee-des-baux-alpilles.fr/,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,https://www.marches-securises.fr,False,True,,False,True
17-67551,Département des Bouches du Rhône,22130001500247,,"Mme la Présidente,",FR824,52 avenue de Saint Just,13256,Marseille cedex 20,,(+33) 4-13-31-14-18,,(+33) 4-13-31-32-97,audrey.winter@departement13.fr,http://www.cg13.fr,https://marches.cg13.fr,,,,,False,True,,False,True
17-67552,Communauté de Communes de l'Ile de Ré,None,"M. Quillet Lionel, Président",,,3 rue du Père Ignace,17410,Saint martin de ré,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2017_HWV5qgu8ie,,,,,False,False,,False,False
17-67553,Vichy Communauté,None,M. le Président,,,"9, place Charles de GaulleCS 92956",03209,Vichy cedex,,,,,accueil@vichy-communaute.fr,,http://www.vvachat.achatpublic.com,,,,,False,False,,False,False
17-67554,Chambre Agriculture Pays de la Loire,None,,,FR512,9 rue André-Brouard,49105,ANGERS,,(+33) 2-41-18-60-74,,,christophe.suard@pl.chambagri.fr,http://www.paysdelaloire.chambagri.fr,,,,http://www.e-marchespublics.com,,True,False,,False,True
17-67555,ESID de Metz,None,"M. DERVAULT Sébastien, Etablissement du service d'infrastructure de la défense de METZ",,,Rue du Maréchal LYAUTEY - CS 30 001,57044,Metz cedex 01,,03-55-74-80-41,,03-55-74-80-29,esid-metz.marches@defense.gouv.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
17-67556,Communauté d'Agglo Roissy Pays de Fce,None, DGST Cellule des Marchés Publics,,,"6b, Avenue Charles de Gaulle",95700,ROISSY EN FRANCE,,,,,dgst-rpf@roisypaysdefrance.fr,http://roissy-online.marcoweb.fr,http://roissy-online.marcoweb.fr,,,,,False,False,,False,False
17-67557,SIETOM de Chalosse,None,,,FR613,815 Route des partenses,40250,Caupenne,,(+33) 5-58-98-57-57,,(+33) 5-58-98-49-88,accueil@sietomdechalosse.fr,http://www.sietomdechalosse.fr,,,https://marchespublics.landespublic.org/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=13537&orgAcronyme=sietom-chalosse,https://marchespublics.landespublic.org/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=13537&orgAcronyme=sietom-chalosse,,False,True,,False,True
17-67559,Conseil Général des Hauts-de-Seine,None,"M. POLY Baptiste, Juriste Acheteur",,,2/16 bld soufflot,92000,Nanterre,,,,,,http://www.hauts-de-seine.fr/,,,,,,False,False,,False,False
