BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
13-47925,Ville du Havre,None,"Direction de l'approvisionnement, de la logistique et du Parc Automobile",,,101 rue des Moteaux,76620,Le Havre,,02-35-53-64-66,,,katy.ly@codah.fr,https://www.lehavre.fr,https://www.mpe76.fr,,,,,False,False,,False,False
15-163387,S.I.T.U.R.V,None,Madame la Présidente,,,Rue du Président Lécuyer,59880,saint-saulve,,03-27-45-21-25,,03-27-45-63-08,marche@simouv.fr,http://www.siturv.fr,https://marches.rvvn.org/,,,,,False,False,,False,False
16-105875,SYND MIXTE VALORISATION DECHETS CORSE,None,Monsieur le Président,,,Zone Artisanale de Corte,20250,Corte,,,,,olivier.hutin@syvadec.fr,,http://www.klekoon.com,,,,,False,False,,False,False
16-110946,Foncière Logement,None,,,FR,3 rue de l'Arrivée,None,Paris,,,,,ao-compta@foncierelogement.com,http://www.foncierelogement.com,,,,,,False,True,,False,True
17-62902,CH de Châteauroux,None,direction des achats de la logistique et des travaux,,,216 avenue de VerdunBP 585,36019,Châteauroux cedex,,02-54-29-60-22,,02-54-29-60-63,dominique.petit@ch-chateauroux.fr,http://www.ch-chateauroux.fr,http://www.klekoon.com,,,,,False,False,,False,False
17-53614,CHU DE POITIERS,None,,,FR,2 rue de la milétrie CS90577,86021,Poitiers CEDEX,,(+33) 5-49-44-43-45,,,celine.hulin@chu-poitiers.fr,http://www.chu-poitiers.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=330623&amp;orgAcronyme=x7c,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=330623&amp;orgAcronyme=x7c,,False,True,,False,True
16-145307,OPH Plaine Commune Habitat,None,,Pôle Commande Publique,FR106,5 Bis rue Danielle CASANOVA,93200,Saint-Denis,,(+33) 1-48-13-61-00,,(+33) 1-48-13-61-03,pcommandepublique@plainecommunehabitat.fr,http://www.oph-plainecommunehabitat.fr,https://marches.maximilien.fr,,https://avis.maximilien.fr,https://marches.maximilien.fr,,False,True,,False,True
16-149156,Commune de Bléré,None,Céline GOUBET,,,35 rue de Loches,37150,Bléré,,,,,,,,,,,,False,False,,False,False
16-153030,Créteil-Habitat-SEMIC,None,,,FR107,"7, rue des Ecoles",94048,Créteil cédex,,(+33) 1-01-45-17-40-00,,(+33) 1-01-45-17-40-99,service.marche@creteil-habitat.com,http://www.creteil-habitat.com,http://www.creteil-habitat-marches.com,,http://www.creteil-habitat.marches.com,http://www.creteil-habitat-marches.com,,False,True,,False,True
16-16670,Ville de Coulogne,None,Nathalie Depriester,,,place de la mairieB.P. 17,62137,Coulogne,,03-21-36-92-80,,03-21-36-92-89,nathalie.depriester@mairie-coulogne.fr,http://ville-coulogne.marcoweb.fr,,,,,,False,False,,False,False
