BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
17-52103,- garantie à première demande à concurrence de 100 % du montant de l'avance.- retenue de garantie de 5% du marché ou garantie à première demande en remplacement de la retenue.,- Délai global de paiement : 30 jours- avance de 10% du montant du marché en application des dispositions de l'article 110 du décret no 2016-360 du 25 mars 2016- acomptesMarché financé à 100 % par les fonds propres du Département de la Loire.,"L'offre sera présentée par un seul opérateur économique ou par un groupement conjoint ou solidaire.En cas de groupement conjoint, la personne signataire du marché exige que le mandataire soit solidaire de chacun des membres du groupement.Les candidats peuvent présenter le cas échéant une offre en qualité de candidat individuel ainsi qu'une offre en qualité de membre d'un ou plusieurs groupements. Ils peuvent donc cumuler les deux qualités. Toutefois, une même personne ne peut être mandataire de plus d'un groupement.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
17-52105,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
17-52106,,"Le règlement des dépenses se fera par mandat administratif.Le règlement des sommes dues au titulaire fait l'objet d'acomptes périodiques. Les acomptes seront réglés au titulaire selon les dispositions du CCAP.Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) du marché, seront payées dans un délai global de trente (30) jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.","Conformément à l'article 45 du décret no2016-360 du 25 mars 2016, les groupements d'opérateurs économiques peuvent candidater à la présente consultation.Pour rappel, un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché public.La forme du groupement (conjoint ou solidaire) est laissée libre. Toutefois, en cas de groupement conjoint, la forme souhaitée par la Collectivité est un groupement conjoint avec mandataire solidaire. Si le groupement attributaire du marché est d'une forme différente, il pourra se voir contraint d'assurer sa transformation pour se conformer au souhait de la Collectivité tel qu'il est indiqué ci-dessus.",False,False,,False,True,True,CF_NIV_SUIV,,
17-52107,,L'exécution du marché sera financée par le budget des hôpitaux Universitaires Paris Ile de France Ouest. Le ou les fournisseurs seront dispensés du versement de la retenue de garantie.,"Le candidat peut se présenter sous la forme de groupement sous réserve du respect des règles relatives à la concurrence. Dans ce cas, le formulaire DC1 ou équivalent devra préciser si le groupement est solidaire ou conjoint et être dûment complété. Les actes d'engagement et les annexes financières devront être soit co-signés par l'ensemble des entreprises groupées, soit signés par le mandataire seul dès lors qu'il justifie des habilitations nécessaires pour représenter les membres du groupement. Dans les deux formes de groupement, le nom du mandataire doit expressément désigné dans l'acte d'engagement. Chaque membre du groupement doit fournir les documents listés à l'article 3.1 du règlement de consultation.Les candidats ne sont pas autorisés à présenter, pour le marché ou un de ses lots, plusieurs offres en agissant à la fois en qualité de candidat individuel et de membre d'un ou plusieurs groupement(s) ou en qualité de membre de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
17-52108,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
17-52111,,"Le règlement des dépenses se fera par mandat administratif.Le règlement des sommes dues au titulaire fait l'objet d'acomptes périodiques. Les acomptes seront réglés au titulaire selon les dispositions du CCAP.Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) du marché, seront payées dans un délai global de trente (30) jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.","Conformément à l'article 45 du décret no2016-360 du 25 mars 2016, les groupements d'opérateurs économiques peuvent candidater à la présente consultation.Pour rappel, un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché public.La forme du groupement (conjoint ou solidaire) est laissée libre. Toutefois, en cas de groupement conjoint, la forme souhaitée par la Collectivité est un groupement conjoint avec mandataire solidaire. Si le groupement attributaire du marché est d'une forme différente, il pourra se voir contraint d'assurer sa transformation pour se conformer au souhait de la Collectivité tel qu'il est indiqué ci-dessus.",False,False,,False,True,True,CF_NIV_SUIV,,
17-52112,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
17-52119,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
17-52123,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
17-52130,,"Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Fonds propres et subventions conseil régional, conseil départemental et FFA.","Aucune forme de groupement imposée à l'attributaire du marché. Néanmoins, le pouvoir adjudicateur préconise le groupement solidaire. Interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
17-52131,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
17-52132,"Retenue de garantie de 5.0 %, qui peut etre remplacée par une garantie à première demande. Garantie à première demande couvrant 100.0 % du montant de l'avance.",Prestations réglées par un prix global forfaitaire Prix actualisables. Avance de 5.0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Financé sur le budget communal 2016 et budget 2017.,Aucune forme de groupement imposée à l'attributaire du marché.,False,False,Début d'exécution du marché à compter de la date de notification du contrat.,False,True,False,CF_NIV_SUIV,['FR'],
17-52133,,,,False,False,,False,True,True,CF_NIV_SUIV,,
