BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
17-127276,False,False,False,False,False,True,False,,False,False,,,,False,La DGFiP dispose du logiciel ACL depuis de nombreuses années. De nombreux utilisateurs ont été formés à cet outil qui donne entière satisfaction . L'utilisation d'un autre logiciel entraînerait une migration longue et coûteuse ainsi que l'obligation de former des centaines d'utilisateurs d'où la décision de prolonger l'usage du logiciel ACL.
17-127733,False,False,False,False,False,False,False,,False,True,,,,False,Marché de services attribué suite à concours restreint conformément à l'article 30 du décret de 2016. 
17-128105,False,False,False,False,False,True,False,,False,False,,,,False,Seul club de rugby à Montpellier auprès duquel la collectivité peut acquérir des prestations de services.
17-128302,False,False,False,False,False,True,False,,False,False,,,,False,"La société EDAP TMS FRANCE qui répond au besoin, certifie quelle est la seule société ayant conçu et mis au point le Focal One®, appareil à ultrasons focalisés à haute densité (HIFU), destiné au traitement du cancer localisé de la prostate et des récidives après radiothérapie, ainsi que le consommable FocalPak® correspondant.Lattestation dexclusivité en pièce annexe 1 au présent CCP détaille la spécificité de cet équipement protégé par plusieurs brevets.Sur le plan médical, le Focal One® est le seul équipement permettant un traitement automatisé et reproductible et qui dispose des sécurités permettant de prévenir tout risque datteinte aux tissus collatéraux, en particulier la paroi rectale"
17-128383,False,False,False,True,False,False,False,,False,False,,,,False,"Le recours à un marché négocié sans publicité ni mise en concurrence est possible pour des raisons techniques (article 30-I-3-b du décret no2016-360 du 25 mars 2016 relatif aux marchés publics).En l'espèce, l'objet de cet accord-cadre concerne des prestations de tierce maintenance applicative et de réversibilité, que seul le titulaire du lot 1 du marché TES 2, ayant les compétences techniques spécifiques et la connaissance approfondie des systèmes d'information concernés, est capable de réaliser. Le présent accord-cadre ne peut donc être confié qu'à la société Worldline, le titulaire du lot 1 du marché TES 2."
17-128499,False,False,False,False,False,True,False,,False,False,,,,False,Le groupe URD est un think tank spécialisé reconnu pour son expertise à l'international sur les questions liées à l'aide humanitaire.
17-128763,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée inférieur aux seuils de transmission au JOUE
17-129063,False,False,False,False,False,False,True,,False,False,,,,False,"Les deux marchés de transports ayant été résiliés par leurs titulaires respectifs, la Métropole a dû mettre en uvre une consultation négociée en raison du caractère d'urgence impérieuse pour assurer la continuité du service public de transport. En effet, le délai extrêmement court de 6 jours pour attribuer le marché de substitution n'était pas compatible avec les délais minimaux exigés pour les procédures formalisées. De plus, le motif de résiliation des marchés était imprévisible et indépendant du fait de la Métropole."
17-129184,False,False,False,False,True,False,False,,False,False,,,,False,"L'achat des quatre sculptures sous-marines peut bénéficier de l'application de la procédure négociée sans publicité ni mise en concurrence préalables sur le fondement des dispositions de l'article 30-I, 3°, a) du Décret no2016-360 du 25 mars 2016 relatif aux marchés publics aux termes desquelles "" la création ou l'acquisition d'une oeuvre d'art ou d'une performance artistique unique "" relève de "" travaux, fournitures ou services ne (pouvant) être fournis que par un opérateur économique particulier ""."
17-129623,False,False,False,False,False,False,False,,False,True,,,,False,"Concours restreint de maîtrise duvre selon les articles 88, 89 et 90 du décret no 2016-360 du 25 mars 2016 et marché négocié selon larticle 30-I-6°."
17-129726,False,False,False,False,False,False,False,,True,False,,,,False,"La présente consultation est passée suivant une procédure négociée sans publicité ni mise en concurrence préalables, conformément à l'article 30-I-7° du décret no2016-360 du 25 mars 2016 relatif aux marchés publics. Les prestations du présent marché ont pour objet la réalisation de prestations similaires à celles qui ont été confiées au titulaire d'un marché public précédent passé après mise en concurrence. La possibilité de recourir à cette procédure pour la réalisation de prestations similaires a été indiquée à l'article 1.6 du CCAP no 2016V12016500 relatif au marché initial."
17-129762,False,False,False,False,False,True,False,,False,False,,,,False,"Les consommables et accessoires de marques CAREFUSION sont testés pour utilisation avec les équipements de marques GE HEALTHCARE. CAREFUSION est le distributeur exclusif de ces références en France, hors approvisionnement initial par GE HELTHCCARE lors de la fourniture de l'équipement."
17-130433,False,False,False,False,False,True,False,,False,False,,,,False,La cryoablation consiste à détruire les cellules tumorales par une alternance de froid et de chaud en introduisant une sonde au sein de la tumeur.La congélation est obtenue grâce à la décompression de gaz argon qui génère des températures de l'ordre de - 185°C à la pointe de la cryosonde et le réchauffement  + 70°C grâce à la décompression de l'hélium.Cest le principe de leffet Joule-Thomson (variation de température dun gaz lors de son expansion adiabatique).On parle de cryoablation percutanée car le traitement se fait au bout de la cryosonde qui est insérée à travers la peau au niveau de la tumeur sous guidage scanner. Il ny a pas dintervention chirurgicale au bloc opératoire. L'exclusivité technique est justifiée par certificat d'exclusivité;
18-181980,False,False,False,True,False,False,False,,False,False,,,,False,l'offre des prestations correspond parfaitement aux attentes de l'administration 
17-130810,True,False,False,False,False,False,False,,False,False,,,,False,"Relance fourniture de viande fraiche pour la faculté des métiers et les crèches de la Ville de Cannes, suite au marché 17043, lot 1 déclaré infructueux pour absence d'offre."
17-130891,False,False,False,False,False,False,False,,False,False,,,,True,Le plafond des commandes des accords-cadres des différents lots établi à l'article 4 de l'acte d'engagement est inférieur au seuil de publication européen
17-132659,False,False,False,False,False,True,False,,False,False,,,,False,"Conformément à article 30 I 3° c du décret no2016-360 du 25/03/2016 relatif aux marchés publics en vue de conclure avec la société CREAI Hauts de France , un accord-cadre à bons de commande de services (article 78 du décret no2016-360 du 25/03/2016 relatif aux marchés publics) pour la formation "" Faire de la protection de l'enfance l'affaire de tous : évaluer pour aider et protéger l'enfant "" compte-tenu des droits d'exclusivité."
17-132665,False,False,False,False,False,False,False,,False,False,,,,True,"La procédure de consultation du présent marché est conforme aux stipulation de l'article 27 du décret 2016-360 du 25 mars 2016 relatif à la procédure adaptée.Aussi, il n'a pas été fait de publication au JOUE, ce conformément au texte précité."
17-132864,False,False,False,False,False,False,True,,False,False,,,,False,"Face au risque sanitaire que représente l'absence de mise à disposition de sanitaires, notamment sur le site concerné de la Porte de La Chapelle dans le 18e arrondissement de Paris, la ville de Paris n'a pas d'autre choix que de passer un marché en urgence impérieuse afin de procéder à la mise à disposition de sanitaires mobiles sur des sites occupés par des personnes à la rue, résultant de circonstances imprévisibles (retrait de l'entreprise titulaire du marché principal). La ville de Paris ne dispose pas du temps nécessaire pour lancer un marché en respectant les délais minimaux exigés par les procédures de passation."
17-133260,False,False,False,False,False,False,False,,False,False,,,,True,Appel d'offres infructueux
17-133394,False,False,False,False,False,True,False,,False,False,,,,False,Marché négocié sans publicité préalable et sans mise en concurrence en application de l'article 30-I-3°c) du décret no2016-360 du 25 mars 2016 relatifs aux marchés publics.
