BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
10-254852,Cté de Cnes de la région d'Yvetot,None,M. le Président,,,4 rue de la Brême,76190,Yvetot,,,,,,,https://www.mpe76.fr/index.php?page=entreprise.EntrepriseDetailsConsultation&refConsultation=16089&orgAcronyme=jeanjean,,,,,False,False,,False,False
14-179356,Centre Hospitalier d'Argenteuil,None,Farida BOUCHAKOUR,,,69 rue du lieutenant colonel prudhon,95100,argenteuil,,01-34-23-25-63,,01-34-23-21-74,tatiana.kandziora@ch-argenteuil.fr,http://www.ch-argenteuil.fr,http://www.achat-hopital.com,,,,,False,False,,False,False
15-165989,Université de Corse,None,Direction de la Commande Publique,,,"2, Rue de l'Eglise Place Gaffory",20250,Corte,,04-95-45-01-99,,04-95-57-84-54,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,False,,False,False
15-166178,Université de Corse,None,Direction de la Commande Publique,,,"2, Rue de l'Eglise Place Gaffory",20250,Corte,,04-95-45-01-99,,04-95-57-84-54,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,False,,False,False
15-166320,Université de Corse,None,Direction de la Commande Publique,,,"2, Rue de l'Eglise Place Gaffory",20250,Corte,,04-95-45-01-99,,04-95-57-84-54,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,False,,False,False
15-91116,La Monnaie de Paris,None,Direction des Finances et de la Performance,,,"11, Quai de Conti",75270,Paris Cedex 06,,01-40-46-56-66,,,,,http://www.monnaiedeparis.fr/fr/marches-publics,,,,,False,False,,False,False
16-104850,LYCEE LE CASTEL,19210019600018,,,FR,22 rue DAUBENTON,21000,DIJON,,(+33) 3-80-76-70-00,,(+33) 3-80-76-70-08,gest.021009g@ac-dijon.fr,http://www.e-bourgogne,,,http://www.e-bourgogne,http://www.e-bourgogne,,False,True,,False,True
16-114126,Université de Corse,None,,Direction de la Commande Publique,FR83,Bâtiment administratif Jean-Toussaint Desanti Avenue du 9 septembre - BP 52,20250,Corte,,,,,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,True,,False,True
16-119977,Métropole Aix Marseille Provence,None,,"direction des Achats et de la Commande Publique-Service des Marchés, à l'attention de M. le président de la Communauté Urbaine ou son représentant, agissant par délégation",FR824,"les Docks, Atrium 10.7 10, Place de la Joliette - B.P. 48014",None,Marseille cedex 02,,(+33) 4-91-99-99-00,,(+33) 4-91-99-71-96,marches@marseille-provence.fr,http://www.marseille-provence.com,http://www.marchespublics.metropole-amp.fr,,,,,False,True,,False,True
16-144581,SYTRAIVAL,None,,,FR,130 rue Benoit FRACHON,69400,Villefranche sur Saone,,(+33) -04-74-68-82-59,,(+33) -04-74-68-94-04,contact@sytraival.fr,http://www.sytraival.com,,,http://www.klekoon.com,http://www.klekoon.com,,False,True,,False,True
16-146354,Université de Corse,None,,Direction de la Commande Publique,FR832,Bâtiment administratif Jean-Toussaint Desanti - Avenue du 9 septembre - BP 52,20250,Corte,,(+33) 4-95-45-01-99,,,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,True,,False,True
16-149221,Université de Corse,None,,Direction de la Commande Publique,FR832,Bâtiment administratif Jean-Toussaint Desanti - Avenue du 9 septembre - BP 52,20250,Corte,,(+33) 4-95-45-01-99,,,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,True,,False,True
16-149251,Université de Corse,None,,Direction de la Commande Publique,FR832,Bâtiment administratif Jean-Toussaint Desanti - Avenue du 9 septembre - BP 52,20250,Corte,,(+33) 4-95-45-01-99,,,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,True,,False,True
16-152225,Ville de Dijon,None,,,FR261,Centre Communal dAction Sociale de la Ville de DijonCCAS - Direction Générale11 rue de l'hôpitalCS 73310,21033,Dijon,,,,,marches-publics@ville-dijon.fr,http://www.achatpublic.com,http://www.achatpublic.com,,,http://www.achatpublic.com,,False,True,,False,True
16-162126,Ville de Migennes,None,"M. SGITCOVICH Peggy, Ville de Migennes",,,Mairie de Migennesplace Hôtel de ville,89400,Migennes,,,,,,,,,,,,False,False,,False,False
16-162825,SIS DU CAPCIR ET DU HAUT CONFLENT,None,,,FR815,Carrer de la Quillane,66210,LA LLAGONNE,,(+33) -04-68-04-48-41,,(+33) 4-68-04-25-21,sis.presidentevk@orange.fr,http://www.sis-capcir-haut-conflent.fr,http://www.e-marchespublics.com,,,,,False,True,,False,True
16-164243,Nantes Métropole,None,Mme la Présidente,,,2 Cours du Champ de Mars,44923,Nantes cedex 9,,,,,,,https://marchespublics.nantesmetropole.fr,,,,,False,False,,False,False
16-164831,Région GRAND EST,None,,Mr laurent Dubois,FR212,Site de Chalons en Champagne5 rue de JérichoCS 70441,51037,Châlons en Champagne,,(+33) 3-26-70-31-74,,,laurent.dubois@grandest.fr,http://www.grandest.fr,https://marchespublics.grandest.fr,,https://marchespublics.grandest.fr,https://marchespublics.grandest.fr,,False,True,,False,True
16-175948,Dir Massif Central,None,,Monsieur Jean-Pierre VEROTS,FR,60 avenue de l'Union SoviétiqueCS90447,63012,Clermont-Ferrand,,(+33) 4-71-07-06-13,,(+33) 4-71-07-06-18,jean-pierre.verots@developpement-durable.gouv.fr,http://www.dirmc.fr,http://www.marches-public.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
