BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-3205,CH LE MANS,None,M. Jean-pascal Minni,,,194 avenue Rubillard,72037,Le mans cedex 09,,02-43-43-26-51,,02-43-43-29-57,celluledesmarches@ch-lemans.fr,http://www.ch-lemans.fr/,,,,,,False,False,,False,False
17-3207,SPL TERRITOIRE VAUCLUSE,None,Directeur,,,S/c Citadis 6 passage de l'oratoire,84000,Avignon,,04-90-27-57-00,,04-90-85-90-72,appelsdoffres@citadis.fr,,http://www.citadis.fr,,,,,False,False,,False,False
17-3209,Ville de Courbevoie,None, le Maire,,,"Hôtel de Ville, 1 rue Albert Simonin, Service Commande Publique",92401,Courbevoie,,01-71-05-71-92,,01-71-05-73-40,marchespublics@ville-courbevoie.fr,http://www.ville-courbevoie.fr,http://www.ville-courbevoie.fr,,,,,False,False,,False,False
17-321,Office Public de l'Habitat de Puteaux,None,,Service marchés publics,FR105,7 rue Chante-Coq,92800,Puteaux,,(+33) -10-46-92-92-53,,(+33) 1-46-92-93-95,marchespublics@mairie-puteaux.fr,http://puteaux.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
17-3210,CHU DE LA REUNION,20003001300011,,,FR94,"Allée des Topazes, Cs 11021",97400,Saint Denis,,,,,service.achats@chu-reunion.fr,http://chu-reunion.marches-publics.info/,http://chu-reunion.marches-publics.info/,,http://chu-reunion.marches-publics.info/,http://chu-reunion.marches-publics.info/,,False,True,,False,True
17-3211,SIARP Pontoise,None," PEZET Emmanuel, Président",,,"73, rue de Gisors",95300,PONTOISE,,01-30-32-74-28,,,,http://www.siarp.fr,http://www.marchespublics-idf-centre.fr,,,,,False,False,,False,False
17-3212,Conseil Général de la Drôme,22260001700016,,,FR713,"Serm, 52 rue Léon Gaumont",26000,Valence,,(+33) 4-75-78-11-80,,(+33) 4-75-55-00-73,deplacements-marches@ladrome.fr,http://www.ladrome.fr,http://www.ladrome.fr,,,,,False,True,,False,True
17-3213,Conseil Général du Var,22830001800113,,,FR825,"Direction des Marchés, 390 Avenue des Lices - Cs 41303",83076,Toulon,,,,,grs-aws-dm@var.fr,http://www.var.fr,http://www.var.fr,,,,,False,True,,False,True
17-3214,Ville de Sarreguemines,None, Service Marchés Publics,,,2 rue du Maire Massing - CS 51109,57216,SARREGUEMINES Cedex,,03-87-98-97-37,,03-87-98-97-38,marchespublics@mairie-sarreguemines.fr,http://sarreguemines.e-marchespublics.com,http://sarreguemines.e-marchespublics.com,,,,,False,False,,False,False
17-3215,DIR INTERREGIONALE SCES PENITENTIAIRES,None, DISP UAMP,,,"18 bis rue de Châtillon, CS 23131",35031,Rennes,,,,,uamp.disp-rennes@justice.fr,,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
17-3218,CA Nîmes Métropole,None,M. Le Président de Nîmes Métropole,,,Colisée 2 - 1er étage 1 rue du Colisée Cedex 9,30947,Nîmes,,(+33) 4-34-03-57-00,,(+33) 4-34-03-57-01,commande-publique-agglo@nimes-metropole.fr,https://www.marches-securises.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
17-3219,Ville de Mitry-Mory,None,,,FR,,None,Mitry-Mory,,,,,marchespublics@mitry-mory.net,http://www.achatpublic.com,,,,,,False,True,,False,True
17-36997,UNIVERSITE DE MONTPELLIER,None,"M. Pages Florant, Service des marchés publics",,,163 Rue Auguste Broussonnet,34090,Montpellier,,04-34-43-31-49,,04-34-43-31-55,dagi-marches-publics@umontpellier.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
17-3220,SDIS de Côte d'Or,None,,service AGCP,FR,22 D boulevard Winston ChurchillCS 16209,21062,Dijon cedex,,(+33) 3-80-11-26-00,,(+33) 3-80-11-26-14,marchespublics@sdis21.fr,http://www.sdis21.fr,http://www.e-bourgogne.fr,,https://www.e-bourgogne.fr,https://www.e-bourgogne.fr,,False,True,,False,True
17-3221,Conseil général de la Haute-Marne,None,Bruno SIDO,,,"1, rue du Commandant Hugueny - CS 62127",52905,CHAUMONT cedex 9,,(+33)3-25-32-88-88,,,,http://haute-marne.fr,https://www.xmarches.fr,,,,,False,False,,False,False
17-3222,Communauté d'Agglomération Loire Forez,None," BERTHEAS Alain, Président",,,17 Boulevard de la Préfecture BP 30211,42605,Montbrison Cedex,,04-26-54-70-00,,04-26-54-70-01,commandepublique@loireforez.fr,http://www.loireforez.fr/,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
17-20656,Commune de Saint-Herblain,None,"M. AFFILE Bertrand, Sénateur-Maire",,,2 rue de l'Hôtel de ville BP 30299,44802,Saint-herblain cedex,,02-28-25-21-87,,02-28-25-21-88,marches@saint-herblain.fr,http://www.saint-herblain.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
17-3226,Cté d'agglomération du Boulonnais,None, Service juridique,,,1 boulevard du Bassin Napoléon - BP 755,62321,Boulogne sur mer Cedex,,03-21-10-36-36,,03-21-10-28-50,egobert@agglo-boulonnais.fr,http://agglo-boulonnais.e-marchespublics.com,http://agglo-boulonnais.e-marchespublics.com,,,,,False,False,,False,False
17-3227,CRPCEN,None,,à l'attention de M.Maniette Olivier,FR101,"CRPCEN, 5 bis rue de Madrid, à l'attention de M. Maniette Olivier,",75395,Paris Cedex 08,,,,,marches.publics@crpcen.fr,https://www.crpcen.fr/,https://meoss.achatpublic.com/,,,,,False,True,,False,True
17-3229,Dir Méditerranée,None,,Pôle des Supports Intégrés / Unité Commande Publique,FR824,16 rue Antoine Zattara - CS 70248,13332,Marseille,,(+33) 4-88-22-61-68,,(+33) 4-88-22-62-00,marchespublics.dreal-paca@developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
17-323,SYTRAL,None,"Mme GUILLEMOT Annie, Présidente",,,"21 Boulevard Vivier Merle, CS 63815",69487,Lyon,,04-72-84-58-00,,04-78-53-12-84,unitemarches@sytral.fr,http://www.sytral.fr,https://www.marches-publics.info,,,,,False,False,,False,False
17-3231,SMICTOM d'Alsace Centrale,None,"M. PIELA Jean-Pierre, Président",Service Marchés,,2 RUE DES VOSGES,67750,Scherwiller,,,,,marches-publics@smictom-alsacecentrale.fr,,,,,,,False,False,,False,False
17-3232,C.C. de la Région de Nozay,None,Madame la Présidente,,,9 rue de l'eglise B.P. 27,44170,Nozay,,02-40-79-51-51,,02-40-79-51-50,katell.goguer@cc-nozay.fr,http://www.cc-nozay.fr/,https://www.synapse-ouest.com,,,,,False,False,,False,False
17-3233,Commune de Saint-Jean,None,,Service de la commande publique,FR623,Hôtel de Ville 33 ter route d'Albi,31240,SAINT-JEAN,,(+33) 5-61-37-11-13,,(+33) 5-61-35-07-25,veronique.bresson@mairie-saintjean.fr,http://www.mairie-saintjean.fr,http://www.achatpublic.com,,,,,False,True,,False,True
17-3235,Centre Hospitalier de Dax,None,M. le Directeur,,,Bd Yves du manoirbp 323,40107,dax cedex,,,,,ao-eco@ch-dax.fr,,https://marchespublics.landespublic.org/,,,,,False,False,,False,False
17-3236,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,None,"Mme ORIO Martine, Directrice",,,51 avenue De Lattre de Tassigny,94010,Créteil cedex,,,,,,https://chu-mondor.aphp.fr,https://www.achats-hopitaux.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
17-3237,Conseil général des Deux-Sèvres,None,,Monsieur le Président,FR,Mail Lucie Aubrac - Place Denfert Rochereau - CS 58880,79028,Niort Cedex,,(+33) 5-49-06-63-79,,(+33) 5-16-43-21-44,marches-publics@cg79.fr,http://www.deux-sevres.com,http://www.marches-securises.fr,,,,,False,True,,False,True
17-42790,Département d'Ille et Vilaine,None,M. Yves Laurent,,,"Direction des Grands Travaux d'Infrastructures Service Etudes et Travaux no2 1, avenue de la Préfecture CS 24218",35042,Rennes Cedex,,(+33) 2-99-02-36-60,,(+33) 2-99-02-39-23,yves-jean.laurent@ille-et-vilaine.fr,http://www.ille-et-vilaine.fr,https://marche.e-megalisbretagne.org/,,,,,False,False,,False,False
17-3239,SDIS 14,None,M. le Président du conseil d'administration,,,"25, boulevard Maréchal Juin B.P. 55044",14077,Caen cedex 5,,02-31-43-40-00,4072,02-31-43-40-39,marches-publics@sdis14.fr,,https://marches-sdis14.local-trust.com,,,,,False,False,,False,False
17-324,Ville de Lyon,None," COLLOMB Gérard, Maire",,,"Direction de la Construction - Service Marchés, Place de la Comédie",69205,LYON,,,,,dc.marches@mairie-lyon.fr,http://www.lyon.fr,http://www.marchespublics.lyon.fr,,,,,False,False,,False,False
